社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
9999,貝原良子,2023-10-14,受電//クレーム対応//社員相談,09:00:00,09:10:30,0:10:30,0:10:30,0,0,0
9999,貝原良子,2023-10-14,受電//内線対応,09:10:30,09:25:40,0:15:10,0:15:10,0,0,0
9999,貝原良子,2023-10-14,研修//新人研修,09:25:40,09:36:31,0:10:51,0:10:51,0,0,0
9999,貝原良子,2023-10-14,受電//通常対応//設定変更,09:36:31,09:55:48,0:19:17,0:19:17,0,0,0
9999,貝原良子,2023-10-14,研修//事務研修,09:55:48,10:02:31,0:06:43,0:06:43,0,0,0
9999,貝原良子,2023-10-14,研修//事務研修,10:02:31,10:10:26,0:07:55,0:07:55,0,0,0
9999,貝原良子,2023-10-14,事務//報告書作成,10:10:26,10:19:57,0:09:31,0:09:31,0,0,0
9999,貝原良子,2023-10-14,受電//クレーム対応//SVにて完結,10:19:57,10:36:05,0:16:08,0:16:08,0,0,0
9999,貝原良子,2023-10-14,受電//クレーム対応//SVにて完結,10:36:05,10:56:56,0:20:51,0:20:51,0,0,0
9999,貝原良子,2023-10-14,事務//経費精算,10:56:56,11:12:21,0:15:25,0:15:25,0,0,0
9999,貝原良子,2023-10-14,受電//通常対応//請求案内,11:12:21,11:14:14,0:01:53,0:01:53,0,0,0
9999,貝原良子,2023-10-14,研修//スキルアップ研修,11:14:14,11:21:35,0:07:21,0:07:21,0,0,0
9999,貝原良子,2023-10-14,受電//内線対応,11:21:35,11:31:34,0:09:59,0:09:59,0,0,0
9999,貝原良子,2023-10-14,事務//提案資料作成,11:31:34,11:46:16,0:14:42,0:14:42,0,0,0
9999,貝原良子,2023-10-14,受電//内線対応,11:46:16,11:54:35,0:08:19,0:08:19,0,0,0
9999,貝原良子,2023-10-14,事務//経費精算,11:54:35,12:07:04,0:12:29,0:12:29,0,0,0
9999,貝原良子,2023-10-14,事務//経費精算,12:07:04,12:11:44,0:04:40,0:04:40,0,0,0
9999,貝原良子,2023-10-14,受電//内線対応,12:11:44,12:12:58,0:01:14,0:01:14,0,0,0
9999,貝原良子,2023-10-14,受電//通常対応//設定変更,12:12:58,12:20:43,0:07:45,0:07:45,0,0,0
9999,貝原良子,2023-10-14,受電//クレーム対応//社員相談,12:20:43,12:27:49,0:07:06,0:07:06,0,0,0
9999,貝原良子,2023-10-14,受電//クレーム対応//SVにて完結,12:27:49,12:46:41,0:18:52,0:18:52,0,0,0
9999,貝原良子,2023-10-14,受電//クレーム対応//社員相談,12:46:41,12:52:08,0:05:27,0:05:27,0,0,0
9999,貝原良子,2023-10-14,研修//スキルアップ研修,12:52:08,12:53:30,0:01:22,0:01:22,0,0,0
9999,貝原良子,2023-10-14,受電//通常対応//請求案内,12:53:30,13:02:03,0:08:33,0:08:33,0,0,0
9999,貝原良子,2023-10-14,受電//通常対応//セールス,13:02:03,13:22:31,0:20:28,0:20:28,0,0,0
9999,貝原良子,2023-10-14,事務//経費精算,13:22:31,13:32:25,0:09:54,0:09:54,0,0,0
9999,貝原良子,2023-10-14,受電//クレーム対応//SVにて完結,13:32:25,13:40:33,0:08:08,0:08:08,0,0,0
9999,貝原良子,2023-10-14,研修//スキルアップ研修,13:40:33,13:53:15,0:12:42,0:12:42,0,0,0
9999,貝原良子,2023-10-14,受電//通常対応//セールス,13:53:15,14:01:46,0:08:31,0:08:31,0,0,0
9999,貝原良子,2023-10-14,事務//提案資料作成,14:01:46,14:04:59,0:03:13,0:03:13,0,0,0
9999,貝原良子,2023-10-14,研修//新人研修,14:04:59,14:20:39,0:15:40,0:15:40,0,0,0
9999,貝原良子,2023-10-14,受電//クレーム対応//社員相談,14:20:39,14:34:59,0:14:20,0:14:20,0,0,0
9999,貝原良子,2023-10-14,事務//提案資料作成,14:34:59,14:47:14,0:12:15,0:12:15,0,0,0
9999,貝原良子,2023-10-14,受電//通常対応//請求案内,14:47:14,14:58:54,0:11:40,0:11:40,0,0,0
9999,貝原良子,2023-10-14,受電//クレーム対応//社員相談,14:58:54,15:14:57,0:16:03,0:16:03,0,0,0
9999,貝原良子,2023-10-14,事務//提案資料作成,15:14:57,15:29:21,0:14:24,0:14:24,0,0,0
9999,貝原良子,2023-10-14,事務//経費精算,15:29:21,15:38:57,0:09:36,0:09:36,0,0,0
9999,貝原良子,2023-10-14,研修//事務研修,15:38:57,15:50:07,0:11:10,0:11:10,0,0,0
9999,貝原良子,2023-10-14,研修//事務研修,15:50:07,16:06:16,0:16:09,0:16:09,0,0,0
9999,貝原良子,2023-10-14,研修//新人研修,16:06:16,16:10:00,0:03:44,0:03:44,0,0,0
