社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
6666,広瀬花子,2023-10-16,事務//提案資料作成,09:00:00,09:05:09,0:05:09,0:05:09,0,0,0
6666,広瀬花子,2023-10-16,事務//経費精算,09:05:09,09:20:40,0:15:31,0:15:31,0,0,0
6666,広瀬花子,2023-10-16,研修//新人研修,09:20:40,09:30:24,0:09:44,0:09:44,0,0,0
6666,広瀬花子,2023-10-16,受電//クレーム対応//SVにて完結,09:30:24,09:46:03,0:15:39,0:15:39,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//請求案内,09:46:03,09:55:05,0:09:02,0:09:02,0,0,0
6666,広瀬花子,2023-10-16,研修//スキルアップ研修,09:55:05,10:12:48,0:17:43,0:17:43,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//設定変更,10:12:48,10:12:51,0:00:03,0:00:03,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//セールス,10:12:51,10:28:25,0:15:34,0:15:34,0,0,0
6666,広瀬花子,2023-10-16,事務//報告書作成,10:28:25,10:42:39,0:14:14,0:14:14,0,0,0
6666,広瀬花子,2023-10-16,受電//クレーム対応//SVにて完結,10:42:39,10:53:49,0:11:10,0:11:10,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//設定変更,10:53:49,11:03:35,0:09:46,0:09:46,0,0,0
6666,広瀬花子,2023-10-16,研修//新人研修,11:03:35,11:21:27,0:17:52,0:17:52,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//請求案内,11:21:27,11:37:47,0:16:20,0:16:20,0,0,0
6666,広瀬花子,2023-10-16,研修//事務研修,11:37:47,11:54:45,0:16:58,0:16:58,0,0,0
6666,広瀬花子,2023-10-16,受電//クレーム対応//社員相談,11:54:45,12:01:54,0:07:09,0:07:09,0,0,0
6666,広瀬花子,2023-10-16,受電//クレーム対応//SVにて完結,12:01:54,12:07:27,0:05:33,0:05:33,0,0,0
6666,広瀬花子,2023-10-16,事務//経費精算,12:07:27,12:09:56,0:02:29,0:02:29,0,0,0
6666,広瀬花子,2023-10-16,受電//クレーム対応//SVにて完結,12:09:56,12:17:35,0:07:39,0:07:39,0,0,0
6666,広瀬花子,2023-10-16,研修//事務研修,12:17:35,12:34:03,0:16:28,0:16:28,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//設定変更,12:34:03,12:45:19,0:11:16,0:11:16,0,0,0
6666,広瀬花子,2023-10-16,受電//クレーム対応//SVにて完結,12:45:19,12:53:16,0:07:57,0:07:57,0,0,0
6666,広瀬花子,2023-10-16,研修//新人研修,12:53:16,12:57:31,0:04:15,0:04:15,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//セールス,12:57:31,13:11:41,0:14:10,0:14:10,0,0,0
6666,広瀬花子,2023-10-16,事務//提案資料作成,13:11:41,13:13:03,0:01:22,0:01:22,0,0,0
6666,広瀬花子,2023-10-16,研修//新人研修,13:13:03,13:25:45,0:12:42,0:12:42,0,0,0
6666,広瀬花子,2023-10-16,研修//新人研修,13:25:45,13:35:53,0:10:08,0:10:08,0,0,0
6666,広瀬花子,2023-10-16,受電//内線対応,13:35:53,13:49:40,0:13:47,0:13:47,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//請求案内,13:49:40,13:54:16,0:04:36,0:04:36,0,0,0
6666,広瀬花子,2023-10-16,受電//内線対応,13:54:16,14:05:17,0:11:01,0:11:01,0,0,0
6666,広瀬花子,2023-10-16,受電//内線対応,14:05:17,14:19:03,0:13:46,0:13:46,0,0,0
6666,広瀬花子,2023-10-16,受電//内線対応,14:19:03,14:20:33,0:01:30,0:01:30,0,0,0
6666,広瀬花子,2023-10-16,事務//経費精算,14:20:33,14:28:47,0:08:14,0:08:14,0,0,0
6666,広瀬花子,2023-10-16,研修//事務研修,14:28:47,14:29:10,0:00:23,0:00:23,0,0,0
6666,広瀬花子,2023-10-16,事務//提案資料作成,14:29:10,14:46:20,0:17:10,0:17:10,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//設定変更,14:46:20,15:04:50,0:18:30,0:18:30,0,0,0
6666,広瀬花子,2023-10-16,事務//提案資料作成,15:04:50,15:18:06,0:13:16,0:13:16,0,0,0
6666,広瀬花子,2023-10-16,事務//報告書作成,15:18:06,15:35:24,0:17:18,0:17:18,0,0,0
6666,広瀬花子,2023-10-16,受電//クレーム対応//SVにて完結,15:35:24,15:52:47,0:17:23,0:17:23,0,0,0
6666,広瀬花子,2023-10-16,研修//新人研修,15:52:47,16:05:58,0:13:11,0:13:11,0,0,0
6666,広瀬花子,2023-10-16,受電//通常対応//セールス,16:05:58,16:14:41,0:08:43,0:08:43,0,0,0
