社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
6666,広瀬花子,2023-10-15,事務//提案資料作成,09:00:00,09:16:47,0:16:47,0:16:47,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//社員相談,09:16:47,09:19:20,0:02:33,0:02:33,0,0,0
6666,広瀬花子,2023-10-15,研修//事務研修,09:19:20,09:22:13,0:02:53,0:02:53,0,0,0
6666,広瀬花子,2023-10-15,事務//経費精算,09:22:13,09:33:20,0:11:07,0:11:07,0,0,0
6666,広瀬花子,2023-10-15,受電//内線対応,09:33:20,09:49:06,0:15:46,0:15:46,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//社員相談,09:49:06,10:04:02,0:14:56,0:14:56,0,0,0
6666,広瀬花子,2023-10-15,事務//提案資料作成,10:04:02,10:11:26,0:07:24,0:07:24,0,0,0
6666,広瀬花子,2023-10-15,事務//提案資料作成,10:11:26,10:15:51,0:04:25,0:04:25,0,0,0
6666,広瀬花子,2023-10-15,事務//報告書作成,10:15:51,10:28:44,0:12:53,0:12:53,0,0,0
6666,広瀬花子,2023-10-15,研修//事務研修,10:28:44,10:35:43,0:06:59,0:06:59,0,0,0
6666,広瀬花子,2023-10-15,研修//スキルアップ研修,10:35:43,10:56:23,0:20:40,0:20:40,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//社員相談,10:56:23,11:11:04,0:14:41,0:14:41,0,0,0
6666,広瀬花子,2023-10-15,受電//通常対応//セールス,11:11:04,11:15:26,0:04:22,0:04:22,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//SVにて完結,11:15:26,11:35:45,0:20:19,0:20:19,0,0,0
6666,広瀬花子,2023-10-15,研修//新人研修,11:35:45,11:56:26,0:20:41,0:20:41,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//社員相談,11:56:26,12:04:26,0:08:00,0:08:00,0,0,0
6666,広瀬花子,2023-10-15,事務//報告書作成,12:04:26,12:05:43,0:01:17,0:01:17,0,0,0
6666,広瀬花子,2023-10-15,受電//通常対応//請求案内,12:05:43,12:13:26,0:07:43,0:07:43,0,0,0
6666,広瀬花子,2023-10-15,研修//新人研修,12:13:26,12:19:00,0:05:34,0:05:34,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//社員相談,12:19:00,12:26:32,0:07:32,0:07:32,0,0,0
6666,広瀬花子,2023-10-15,研修//新人研修,12:26:32,12:40:02,0:13:30,0:13:30,0,0,0
6666,広瀬花子,2023-10-15,事務//提案資料作成,12:40:02,13:00:25,0:20:23,0:20:23,0,0,0
6666,広瀬花子,2023-10-15,事務//提案資料作成,13:00:25,13:06:58,0:06:33,0:06:33,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//社員相談,13:06:58,13:23:19,0:16:21,0:16:21,0,0,0
6666,広瀬花子,2023-10-15,事務//提案資料作成,13:23:19,13:34:41,0:11:22,0:11:22,0,0,0
6666,広瀬花子,2023-10-15,事務//経費精算,13:34:41,13:36:45,0:02:04,0:02:04,0,0,0
6666,広瀬花子,2023-10-15,事務//提案資料作成,13:36:45,13:44:34,0:07:49,0:07:49,0,0,0
6666,広瀬花子,2023-10-15,事務//報告書作成,13:44:34,13:49:50,0:05:16,0:05:16,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//社員相談,13:49:50,14:04:42,0:14:52,0:14:52,0,0,0
6666,広瀬花子,2023-10-15,研修//新人研修,14:04:42,14:15:51,0:11:09,0:11:09,0,0,0
6666,広瀬花子,2023-10-15,事務//経費精算,14:15:51,14:31:55,0:16:04,0:16:04,0,0,0
6666,広瀬花子,2023-10-15,受電//内線対応,14:31:55,14:51:34,0:19:39,0:19:39,0,0,0
6666,広瀬花子,2023-10-15,受電//クレーム対応//社員相談,14:51:34,14:53:41,0:02:07,0:02:07,0,0,0
6666,広瀬花子,2023-10-15,事務//経費精算,14:53:41,15:00:53,0:07:12,0:07:12,0,0,0
6666,広瀬花子,2023-10-15,研修//新人研修,15:00:53,15:19:34,0:18:41,0:18:41,0,0,0
6666,広瀬花子,2023-10-15,受電//通常対応//請求案内,15:19:34,15:36:17,0:16:43,0:16:43,0,0,0
6666,広瀬花子,2023-10-15,研修//スキルアップ研修,15:36:17,15:51:34,0:15:17,0:15:17,0,0,0
6666,広瀬花子,2023-10-15,研修//スキルアップ研修,15:51:34,15:55:41,0:04:07,0:04:07,0,0,0
6666,広瀬花子,2023-10-15,受電//通常対応//設定変更,15:55:41,16:16:37,0:20:56,0:20:56,0,0,0
6666,広瀬花子,2023-10-15,事務//提案資料作成,16:16:37,16:22:19,0:05:42,0:05:42,0,0,0
