社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
8888,広中学,2023-10-07,事務//提案資料作成,09:00:00,09:14:55,0:14:55,0:14:55,0,0,0
8888,広中学,2023-10-07,研修//新人研修,09:14:55,09:21:34,0:06:39,0:06:39,0,0,0
8888,広中学,2023-10-07,受電//通常対応//セールス,09:21:34,09:31:10,0:09:36,0:09:36,0,0,0
8888,広中学,2023-10-07,受電//内線対応,09:31:10,09:36:09,0:04:59,0:04:59,0,0,0
8888,広中学,2023-10-07,事務//報告書作成,09:36:09,09:51:28,0:15:19,0:15:19,0,0,0
8888,広中学,2023-10-07,受電//クレーム対応//SVにて完結,09:51:28,10:00:59,0:09:31,0:09:31,0,0,0
8888,広中学,2023-10-07,受電//通常対応//設定変更,10:00:59,10:19:45,0:18:46,0:18:46,0,0,0
8888,広中学,2023-10-07,受電//クレーム対応//社員相談,10:19:45,10:25:44,0:05:59,0:05:59,0,0,0
8888,広中学,2023-10-07,受電//クレーム対応//SVにて完結,10:25:44,10:33:12,0:07:28,0:07:28,0,0,0
8888,広中学,2023-10-07,研修//事務研修,10:33:12,10:52:28,0:19:16,0:19:16,0,0,0
8888,広中学,2023-10-07,事務//経費精算,10:52:28,11:01:39,0:09:11,0:09:11,0,0,0
8888,広中学,2023-10-07,受電//通常対応//セールス,11:01:39,11:06:37,0:04:58,0:04:58,0,0,0
8888,広中学,2023-10-07,受電//クレーム対応//社員相談,11:06:37,11:12:46,0:06:09,0:06:09,0,0,0
8888,広中学,2023-10-07,受電//内線対応,11:12:46,11:29:30,0:16:44,0:16:44,0,0,0
8888,広中学,2023-10-07,研修//スキルアップ研修,11:29:30,11:49:29,0:19:59,0:19:59,0,0,0
8888,広中学,2023-10-07,事務//報告書作成,11:49:29,12:05:12,0:15:43,0:15:43,0,0,0
8888,広中学,2023-10-07,研修//新人研修,12:05:12,12:09:53,0:04:41,0:04:41,0,0,0
8888,広中学,2023-10-07,研修//新人研修,12:09:53,12:21:05,0:11:12,0:11:12,0,0,0
8888,広中学,2023-10-07,研修//スキルアップ研修,12:21:05,12:30:14,0:09:09,0:09:09,0,0,0
8888,広中学,2023-10-07,受電//通常対応//セールス,12:30:14,12:45:43,0:15:29,0:15:29,0,0,0
8888,広中学,2023-10-07,研修//事務研修,12:45:43,12:50:38,0:04:55,0:04:55,0,0,0
8888,広中学,2023-10-07,研修//事務研修,12:50:38,12:55:45,0:05:07,0:05:07,0,0,0
8888,広中学,2023-10-07,研修//事務研修,12:55:45,13:00:39,0:04:54,0:04:54,0,0,0
8888,広中学,2023-10-07,研修//事務研修,13:00:39,13:06:22,0:05:43,0:05:43,0,0,0
8888,広中学,2023-10-07,受電//通常対応//セールス,13:06:22,13:21:55,0:15:33,0:15:33,0,0,0
8888,広中学,2023-10-07,受電//クレーム対応//SVにて完結,13:21:55,13:33:44,0:11:49,0:11:49,0,0,0
8888,広中学,2023-10-07,受電//通常対応//設定変更,13:33:44,13:39:45,0:06:01,0:06:01,0,0,0
8888,広中学,2023-10-07,受電//通常対応//セールス,13:39:45,13:59:08,0:19:23,0:19:23,0,0,0
8888,広中学,2023-10-07,事務//経費精算,13:59:08,14:08:03,0:08:55,0:08:55,0,0,0
8888,広中学,2023-10-07,受電//内線対応,14:08:03,14:18:57,0:10:54,0:10:54,0,0,0
8888,広中学,2023-10-07,研修//スキルアップ研修,14:18:57,14:28:07,0:09:10,0:09:10,0,0,0
8888,広中学,2023-10-07,研修//スキルアップ研修,14:28:07,14:29:04,0:00:57,0:00:57,0,0,0
8888,広中学,2023-10-07,研修//スキルアップ研修,14:29:04,14:36:56,0:07:52,0:07:52,0,0,0
8888,広中学,2023-10-07,事務//経費精算,14:36:56,14:38:50,0:01:54,0:01:54,0,0,0
8888,広中学,2023-10-07,事務//経費精算,14:38:50,14:50:20,0:11:30,0:11:30,0,0,0
8888,広中学,2023-10-07,受電//クレーム対応//社員相談,14:50:20,15:00:50,0:10:30,0:10:30,0,0,0
8888,広中学,2023-10-07,受電//内線対応,15:00:50,15:04:53,0:04:03,0:04:03,0,0,0
8888,広中学,2023-10-07,受電//通常対応//請求案内,15:04:53,15:24:50,0:19:57,0:19:57,0,0,0
8888,広中学,2023-10-07,受電//通常対応//請求案内,15:24:50,15:25:44,0:00:54,0:00:54,0,0,0
8888,広中学,2023-10-07,事務//提案資料作成,15:25:44,15:26:37,0:00:53,0:00:53,0,0,0
