社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
2222,田中博,2023-10-08,事務//提案資料作成,09:00:00,09:04:29,0:04:29,0:04:29,0,0,0
2222,田中博,2023-10-08,研修//スキルアップ研修,09:04:29,09:17:12,0:12:43,0:12:43,0,0,0
2222,田中博,2023-10-08,受電//通常対応//設定変更,09:17:12,09:23:50,0:06:38,0:06:38,0,0,0
2222,田中博,2023-10-08,事務//経費精算,09:23:50,09:29:15,0:05:25,0:05:25,0,0,0
2222,田中博,2023-10-08,受電//クレーム対応//SVにて完結,09:29:15,09:33:30,0:04:15,0:04:15,0,0,0
2222,田中博,2023-10-08,事務//報告書作成,09:33:30,09:42:28,0:08:58,0:08:58,0,0,0
2222,田中博,2023-10-08,事務//報告書作成,09:42:28,09:55:53,0:13:25,0:13:25,0,0,0
2222,田中博,2023-10-08,事務//報告書作成,09:55:53,10:16:12,0:20:19,0:20:19,0,0,0
2222,田中博,2023-10-08,事務//経費精算,10:16:12,10:36:54,0:20:42,0:20:42,0,0,0
2222,田中博,2023-10-08,研修//事務研修,10:36:54,10:45:57,0:09:03,0:09:03,0,0,0
2222,田中博,2023-10-08,研修//事務研修,10:45:57,10:55:48,0:09:51,0:09:51,0,0,0
2222,田中博,2023-10-08,事務//報告書作成,10:55:48,11:02:08,0:06:20,0:06:20,0,0,0
2222,田中博,2023-10-08,事務//提案資料作成,11:02:08,11:17:57,0:15:49,0:15:49,0,0,0
2222,田中博,2023-10-08,事務//経費精算,11:17:57,11:30:49,0:12:52,0:12:52,0,0,0
2222,田中博,2023-10-08,受電//通常対応//セールス,11:30:49,11:38:29,0:07:40,0:07:40,0,0,0
2222,田中博,2023-10-08,受電//クレーム対応//SVにて完結,11:38:29,11:53:33,0:15:04,0:15:04,0,0,0
2222,田中博,2023-10-08,事務//経費精算,11:53:33,11:55:33,0:02:00,0:02:00,0,0,0
2222,田中博,2023-10-08,受電//通常対応//セールス,11:55:33,12:08:18,0:12:45,0:12:45,0,0,0
2222,田中博,2023-10-08,受電//クレーム対応//社員相談,12:08:18,12:22:41,0:14:23,0:14:23,0,0,0
2222,田中博,2023-10-08,事務//経費精算,12:22:41,12:25:53,0:03:12,0:03:12,0,0,0
2222,田中博,2023-10-08,研修//新人研修,12:25:53,12:26:48,0:00:55,0:00:55,0,0,0
2222,田中博,2023-10-08,受電//クレーム対応//社員相談,12:26:48,12:40:09,0:13:21,0:13:21,0,0,0
2222,田中博,2023-10-08,受電//通常対応//設定変更,12:40:09,12:42:07,0:01:58,0:01:58,0,0,0
2222,田中博,2023-10-08,受電//クレーム対応//社員相談,12:42:07,12:58:47,0:16:40,0:16:40,0,0,0
2222,田中博,2023-10-08,受電//通常対応//設定変更,12:58:47,13:18:49,0:20:02,0:20:02,0,0,0
2222,田中博,2023-10-08,研修//スキルアップ研修,13:18:49,13:20:50,0:02:01,0:02:01,0,0,0
2222,田中博,2023-10-08,事務//経費精算,13:20:50,13:31:54,0:11:04,0:11:04,0,0,0
2222,田中博,2023-10-08,研修//新人研修,13:31:54,13:36:40,0:04:46,0:04:46,0,0,0
2222,田中博,2023-10-08,事務//報告書作成,13:36:40,13:48:47,0:12:07,0:12:07,0,0,0
2222,田中博,2023-10-08,受電//通常対応//請求案内,13:48:47,13:54:03,0:05:16,0:05:16,0,0,0
2222,田中博,2023-10-08,受電//通常対応//設定変更,13:54:03,14:13:51,0:19:48,0:19:48,0,0,0
2222,田中博,2023-10-08,受電//内線対応,14:13:51,14:21:14,0:07:23,0:07:23,0,0,0
2222,田中博,2023-10-08,事務//経費精算,14:21:14,14:22:57,0:01:43,0:01:43,0,0,0
2222,田中博,2023-10-08,研修//スキルアップ研修,14:22:57,14:28:11,0:05:14,0:05:14,0,0,0
2222,田中博,2023-10-08,受電//クレーム対応//社員相談,14:28:11,14:48:15,0:20:04,0:20:04,0,0,0
2222,田中博,2023-10-08,事務//経費精算,14:48:15,15:07:42,0:19:27,0:19:27,0,0,0
2222,田中博,2023-10-08,事務//報告書作成,15:07:42,15:10:41,0:02:59,0:02:59,0,0,0
2222,田中博,2023-10-08,事務//経費精算,15:10:41,15:24:26,0:13:45,0:13:45,0,0,0
2222,田中博,2023-10-08,研修//事務研修,15:24:26,15:39:28,0:15:02,0:15:02,0,0,0
2222,田中博,2023-10-08,受電//通常対応//設定変更,15:39:28,15:44:28,0:05:00,0:05:00,0,0,0
