社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
7777,佐々木信二,2023-10-18,受電//クレーム対応//SVにて完結,09:00:00,09:13:32,0:13:32,0:13:32,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//セールス,09:13:32,09:25:04,0:11:32,0:11:32,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//請求案内,09:25:04,09:30:20,0:05:16,0:05:16,0,0,0
7777,佐々木信二,2023-10-18,事務//提案資料作成,09:30:20,09:50:21,0:20:01,0:20:01,0,0,0
7777,佐々木信二,2023-10-18,受電//クレーム対応//社員相談,09:50:21,10:09:59,0:19:38,0:19:38,0,0,0
7777,佐々木信二,2023-10-18,受電//内線対応,10:09:59,10:10:58,0:00:59,0:00:59,0,0,0
7777,佐々木信二,2023-10-18,受電//クレーム対応//SVにて完結,10:10:58,10:14:01,0:03:03,0:03:03,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//請求案内,10:14:01,10:20:19,0:06:18,0:06:18,0,0,0
7777,佐々木信二,2023-10-18,受電//内線対応,10:20:19,10:38:49,0:18:30,0:18:30,0,0,0
7777,佐々木信二,2023-10-18,事務//報告書作成,10:38:49,10:53:31,0:14:42,0:14:42,0,0,0
7777,佐々木信二,2023-10-18,研修//事務研修,10:53:31,10:59:48,0:06:17,0:06:17,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//設定変更,10:59:48,11:11:52,0:12:04,0:12:04,0,0,0
7777,佐々木信二,2023-10-18,受電//内線対応,11:11:52,11:14:32,0:02:40,0:02:40,0,0,0
7777,佐々木信二,2023-10-18,事務//提案資料作成,11:14:32,11:19:27,0:04:55,0:04:55,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//設定変更,11:19:27,11:22:13,0:02:46,0:02:46,0,0,0
7777,佐々木信二,2023-10-18,研修//新人研修,11:22:13,11:26:41,0:04:28,0:04:28,0,0,0
7777,佐々木信二,2023-10-18,事務//経費精算,11:26:41,11:39:37,0:12:56,0:12:56,0,0,0
7777,佐々木信二,2023-10-18,受電//内線対応,11:39:37,11:47:05,0:07:28,0:07:28,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//セールス,11:47:05,11:57:30,0:10:25,0:10:25,0,0,0
7777,佐々木信二,2023-10-18,受電//クレーム対応//SVにて完結,11:57:30,12:05:44,0:08:14,0:08:14,0,0,0
7777,佐々木信二,2023-10-18,事務//経費精算,12:05:44,12:10:29,0:04:45,0:04:45,0,0,0
7777,佐々木信二,2023-10-18,受電//内線対応,12:10:29,12:24:51,0:14:22,0:14:22,0,0,0
7777,佐々木信二,2023-10-18,研修//新人研修,12:24:51,12:25:51,0:01:00,0:01:00,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//請求案内,12:25:51,12:37:58,0:12:07,0:12:07,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//セールス,12:37:58,12:41:07,0:03:09,0:03:09,0,0,0
7777,佐々木信二,2023-10-18,事務//提案資料作成,12:41:07,12:47:38,0:06:31,0:06:31,0,0,0
7777,佐々木信二,2023-10-18,受電//クレーム対応//社員相談,12:47:38,13:01:18,0:13:40,0:13:40,0,0,0
7777,佐々木信二,2023-10-18,受電//クレーム対応//SVにて完結,13:01:18,13:12:16,0:10:58,0:10:58,0,0,0
7777,佐々木信二,2023-10-18,研修//事務研修,13:12:16,13:20:05,0:07:49,0:07:49,0,0,0
7777,佐々木信二,2023-10-18,事務//経費精算,13:20:05,13:29:35,0:09:30,0:09:30,0,0,0
7777,佐々木信二,2023-10-18,研修//スキルアップ研修,13:29:35,13:29:58,0:00:23,0:00:23,0,0,0
7777,佐々木信二,2023-10-18,研修//スキルアップ研修,13:29:58,13:32:22,0:02:24,0:02:24,0,0,0
7777,佐々木信二,2023-10-18,受電//内線対応,13:32:22,13:51:28,0:19:06,0:19:06,0,0,0
7777,佐々木信二,2023-10-18,受電//内線対応,13:51:28,13:58:19,0:06:51,0:06:51,0,0,0
7777,佐々木信二,2023-10-18,研修//スキルアップ研修,13:58:19,14:10:42,0:12:23,0:12:23,0,0,0
7777,佐々木信二,2023-10-18,受電//クレーム対応//社員相談,14:10:42,14:23:49,0:13:07,0:13:07,0,0,0
7777,佐々木信二,2023-10-18,事務//提案資料作成,14:23:49,14:30:01,0:06:12,0:06:12,0,0,0
7777,佐々木信二,2023-10-18,受電//通常対応//請求案内,14:30:01,14:31:14,0:01:13,0:01:13,0,0,0
7777,佐々木信二,2023-10-18,受電//クレーム対応//SVにて完結,14:31:14,14:48:48,0:17:34,0:17:34,0,0,0
7777,佐々木信二,2023-10-18,受電//クレーム対応//社員相談,14:48:48,14:50:53,0:02:05,0:02:05,0,0,0
