社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
4444,佐藤元太,2023-10-12,研修//事務研修,09:00:00,09:00:15,0:00:15,0:00:15,0,0,0
4444,佐藤元太,2023-10-12,研修//事務研修,09:00:15,09:17:54,0:17:39,0:17:39,0,0,0
4444,佐藤元太,2023-10-12,研修//新人研修,09:17:54,09:23:28,0:05:34,0:05:34,0,0,0
4444,佐藤元太,2023-10-12,研修//事務研修,09:23:28,09:39:32,0:16:04,0:16:04,0,0,0
4444,佐藤元太,2023-10-12,事務//提案資料作成,09:39:32,09:44:02,0:04:30,0:04:30,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//設定変更,09:44:02,10:04:55,0:20:53,0:20:53,0,0,0
4444,佐藤元太,2023-10-12,事務//報告書作成,10:04:55,10:21:44,0:16:49,0:16:49,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//請求案内,10:21:44,10:35:22,0:13:38,0:13:38,0,0,0
4444,佐藤元太,2023-10-12,事務//提案資料作成,10:35:22,10:49:53,0:14:31,0:14:31,0,0,0
4444,佐藤元太,2023-10-12,研修//新人研修,10:49:53,11:01:57,0:12:04,0:12:04,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//セールス,11:01:57,11:19:33,0:17:36,0:17:36,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//SVにて完結,11:19:33,11:31:39,0:12:06,0:12:06,0,0,0
4444,佐藤元太,2023-10-12,事務//報告書作成,11:31:39,11:33:15,0:01:36,0:01:36,0,0,0
4444,佐藤元太,2023-10-12,事務//経費精算,11:33:15,11:48:15,0:15:00,0:15:00,0,0,0
4444,佐藤元太,2023-10-12,研修//新人研修,11:48:15,11:49:37,0:01:22,0:01:22,0,0,0
4444,佐藤元太,2023-10-12,研修//事務研修,11:49:37,11:54:33,0:04:56,0:04:56,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//セールス,11:54:33,12:06:36,0:12:03,0:12:03,0,0,0
4444,佐藤元太,2023-10-12,事務//提案資料作成,12:06:36,12:10:27,0:03:51,0:03:51,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//SVにて完結,12:10:27,12:23:48,0:13:21,0:13:21,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//設定変更,12:23:48,12:41:13,0:17:25,0:17:25,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//設定変更,12:41:13,12:58:28,0:17:15,0:17:15,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//請求案内,12:58:28,13:12:19,0:13:51,0:13:51,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//SVにて完結,13:12:19,13:27:44,0:15:25,0:15:25,0,0,0
4444,佐藤元太,2023-10-12,事務//提案資料作成,13:27:44,13:34:22,0:06:38,0:06:38,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//請求案内,13:34:22,13:55:17,0:20:55,0:20:55,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//SVにて完結,13:55:17,14:01:30,0:06:13,0:06:13,0,0,0
4444,佐藤元太,2023-10-12,事務//報告書作成,14:01:30,14:16:32,0:15:02,0:15:02,0,0,0
4444,佐藤元太,2023-10-12,研修//事務研修,14:16:32,14:29:09,0:12:37,0:12:37,0,0,0
4444,佐藤元太,2023-10-12,研修//新人研修,14:29:09,14:40:31,0:11:22,0:11:22,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//社員相談,14:40:31,14:59:21,0:18:50,0:18:50,0,0,0
4444,佐藤元太,2023-10-12,事務//経費精算,14:59:21,15:08:15,0:08:54,0:08:54,0,0,0
4444,佐藤元太,2023-10-12,事務//報告書作成,15:08:15,15:25:48,0:17:33,0:17:33,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//社員相談,15:25:48,15:41:00,0:15:12,0:15:12,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//SVにて完結,15:41:00,15:55:00,0:14:00,0:14:00,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//社員相談,15:55:00,16:06:26,0:11:26,0:11:26,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//セールス,16:06:26,16:20:26,0:14:00,0:14:00,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//SVにて完結,16:20:26,16:35:49,0:15:23,0:15:23,0,0,0
4444,佐藤元太,2023-10-12,受電//通常対応//設定変更,16:35:49,16:42:02,0:06:13,0:06:13,0,0,0
4444,佐藤元太,2023-10-12,事務//提案資料作成,16:42:02,17:00:39,0:18:37,0:18:37,0,0,0
4444,佐藤元太,2023-10-12,受電//クレーム対応//SVにて完結,17:00:39,17:19:21,0:18:42,0:18:42,0,0,0
