社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
8888,広中学,2023-10-16,研修//新人研修,09:00:00,09:17:40,0:17:40,0:17:40,0,0,0
8888,広中学,2023-10-16,受電//クレーム対応//SVにて完結,09:17:40,09:22:31,0:04:51,0:04:51,0,0,0
8888,広中学,2023-10-16,受電//内線対応,09:22:31,09:34:45,0:12:14,0:12:14,0,0,0
8888,広中学,2023-10-16,研修//新人研修,09:34:45,09:40:36,0:05:51,0:05:51,0,0,0
8888,広中学,2023-10-16,事務//提案資料作成,09:40:36,09:46:24,0:05:48,0:05:48,0,0,0
8888,広中学,2023-10-16,事務//経費精算,09:46:24,10:03:26,0:17:02,0:17:02,0,0,0
8888,広中学,2023-10-16,受電//クレーム対応//社員相談,10:03:26,10:19:48,0:16:22,0:16:22,0,0,0
8888,広中学,2023-10-16,受電//クレーム対応//社員相談,10:19:48,10:35:24,0:15:36,0:15:36,0,0,0
8888,広中学,2023-10-16,研修//新人研修,10:35:24,10:37:10,0:01:46,0:01:46,0,0,0
8888,広中学,2023-10-16,受電//クレーム対応//社員相談,10:37:10,10:55:14,0:18:04,0:18:04,0,0,0
8888,広中学,2023-10-16,事務//経費精算,10:55:14,11:13:03,0:17:49,0:17:49,0,0,0
8888,広中学,2023-10-16,受電//内線対応,11:13:03,11:28:19,0:15:16,0:15:16,0,0,0
8888,広中学,2023-10-16,事務//報告書作成,11:28:19,11:33:08,0:04:49,0:04:49,0,0,0
8888,広中学,2023-10-16,研修//スキルアップ研修,11:33:08,11:34:13,0:01:05,0:01:05,0,0,0
8888,広中学,2023-10-16,事務//経費精算,11:34:13,11:49:17,0:15:04,0:15:04,0,0,0
8888,広中学,2023-10-16,研修//スキルアップ研修,11:49:17,11:53:13,0:03:56,0:03:56,0,0,0
8888,広中学,2023-10-16,研修//スキルアップ研修,11:53:13,12:03:28,0:10:15,0:10:15,0,0,0
8888,広中学,2023-10-16,受電//内線対応,12:03:28,12:12:09,0:08:41,0:08:41,0,0,0
8888,広中学,2023-10-16,研修//事務研修,12:12:09,12:27:29,0:15:20,0:15:20,0,0,0
8888,広中学,2023-10-16,受電//クレーム対応//社員相談,12:27:29,12:38:10,0:10:41,0:10:41,0,0,0
8888,広中学,2023-10-16,研修//スキルアップ研修,12:38:10,12:46:45,0:08:35,0:08:35,0,0,0
8888,広中学,2023-10-16,受電//内線対応,12:46:45,12:54:48,0:08:03,0:08:03,0,0,0
8888,広中学,2023-10-16,受電//通常対応//請求案内,12:54:48,13:06:05,0:11:17,0:11:17,0,0,0
8888,広中学,2023-10-16,事務//提案資料作成,13:06:05,13:09:10,0:03:05,0:03:05,0,0,0
8888,広中学,2023-10-16,事務//経費精算,13:09:10,13:21:32,0:12:22,0:12:22,0,0,0
8888,広中学,2023-10-16,事務//経費精算,13:21:32,13:40:59,0:19:27,0:19:27,0,0,0
8888,広中学,2023-10-16,受電//クレーム対応//社員相談,13:40:59,13:53:44,0:12:45,0:12:45,0,0,0
8888,広中学,2023-10-16,研修//スキルアップ研修,13:53:44,14:00:40,0:06:56,0:06:56,0,0,0
8888,広中学,2023-10-16,研修//事務研修,14:00:40,14:02:07,0:01:27,0:01:27,0,0,0
8888,広中学,2023-10-16,受電//通常対応//請求案内,14:02:07,14:11:28,0:09:21,0:09:21,0,0,0
8888,広中学,2023-10-16,研修//新人研修,14:11:28,14:14:00,0:02:32,0:02:32,0,0,0
8888,広中学,2023-10-16,受電//クレーム対応//SVにて完結,14:14:00,14:30:21,0:16:21,0:16:21,0,0,0
8888,広中学,2023-10-16,研修//スキルアップ研修,14:30:21,14:35:47,0:05:26,0:05:26,0,0,0
8888,広中学,2023-10-16,研修//スキルアップ研修,14:35:47,14:41:52,0:06:05,0:06:05,0,0,0
8888,広中学,2023-10-16,受電//通常対応//セールス,14:41:52,14:52:45,0:10:53,0:10:53,0,0,0
8888,広中学,2023-10-16,受電//クレーム対応//社員相談,14:52:45,14:55:40,0:02:55,0:02:55,0,0,0
8888,広中学,2023-10-16,受電//通常対応//請求案内,14:55:40,15:10:57,0:15:17,0:15:17,0,0,0
8888,広中学,2023-10-16,事務//報告書作成,15:10:57,15:11:25,0:00:28,0:00:28,0,0,0
8888,広中学,2023-10-16,研修//新人研修,15:11:25,15:14:09,0:02:44,0:02:44,0,0,0
8888,広中学,2023-10-16,受電//通常対応//請求案内,15:14:09,15:32:55,0:18:46,0:18:46,0,0,0
