社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
4444,佐藤元太,2023-10-22,研修//スキルアップ研修,09:00:00,09:11:10,0:11:10,0:11:10,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//設定変更,09:11:10,09:16:37,0:05:27,0:05:27,0,0,0
4444,佐藤元太,2023-10-22,受電//クレーム対応//SVにて完結,09:16:37,09:21:08,0:04:31,0:04:31,0,0,0
4444,佐藤元太,2023-10-22,事務//提案資料作成,09:21:08,09:28:55,0:07:47,0:07:47,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//セールス,09:28:55,09:31:31,0:02:36,0:02:36,0,0,0
4444,佐藤元太,2023-10-22,事務//提案資料作成,09:31:31,09:33:42,0:02:11,0:02:11,0,0,0
4444,佐藤元太,2023-10-22,事務//経費精算,09:33:42,09:45:43,0:12:01,0:12:01,0,0,0
4444,佐藤元太,2023-10-22,事務//提案資料作成,09:45:43,09:53:39,0:07:56,0:07:56,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//設定変更,09:53:39,10:13:36,0:19:57,0:19:57,0,0,0
4444,佐藤元太,2023-10-22,事務//提案資料作成,10:13:36,10:20:29,0:06:53,0:06:53,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//設定変更,10:20:29,10:26:38,0:06:09,0:06:09,0,0,0
4444,佐藤元太,2023-10-22,受電//内線対応,10:26:38,10:36:30,0:09:52,0:09:52,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//セールス,10:36:30,10:44:41,0:08:11,0:08:11,0,0,0
4444,佐藤元太,2023-10-22,研修//事務研修,10:44:41,10:54:03,0:09:22,0:09:22,0,0,0
4444,佐藤元太,2023-10-22,事務//報告書作成,10:54:03,10:54:11,0:00:08,0:00:08,0,0,0
4444,佐藤元太,2023-10-22,事務//報告書作成,10:54:11,11:03:25,0:09:14,0:09:14,0,0,0
4444,佐藤元太,2023-10-22,受電//クレーム対応//SVにて完結,11:03:25,11:21:23,0:17:58,0:17:58,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//設定変更,11:21:23,11:27:18,0:05:55,0:05:55,0,0,0
4444,佐藤元太,2023-10-22,研修//新人研修,11:27:18,11:29:12,0:01:54,0:01:54,0,0,0
4444,佐藤元太,2023-10-22,事務//経費精算,11:29:12,11:43:53,0:14:41,0:14:41,0,0,0
4444,佐藤元太,2023-10-22,受電//クレーム対応//社員相談,11:43:53,11:45:27,0:01:34,0:01:34,0,0,0
4444,佐藤元太,2023-10-22,研修//新人研修,11:45:27,11:58:53,0:13:26,0:13:26,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//セールス,11:58:53,12:18:18,0:19:25,0:19:25,0,0,0
4444,佐藤元太,2023-10-22,研修//スキルアップ研修,12:18:18,12:35:35,0:17:17,0:17:17,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//セールス,12:35:35,12:41:33,0:05:58,0:05:58,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//請求案内,12:41:33,12:46:09,0:04:36,0:04:36,0,0,0
4444,佐藤元太,2023-10-22,研修//新人研修,12:46:09,13:04:30,0:18:21,0:18:21,0,0,0
4444,佐藤元太,2023-10-22,事務//報告書作成,13:04:30,13:19:38,0:15:08,0:15:08,0,0,0
4444,佐藤元太,2023-10-22,事務//提案資料作成,13:19:38,13:26:34,0:06:56,0:06:56,0,0,0
4444,佐藤元太,2023-10-22,研修//新人研修,13:26:34,13:38:23,0:11:49,0:11:49,0,0,0
4444,佐藤元太,2023-10-22,受電//通常対応//請求案内,13:38:23,13:48:50,0:10:27,0:10:27,0,0,0
4444,佐藤元太,2023-10-22,研修//事務研修,13:48:50,13:59:29,0:10:39,0:10:39,0,0,0
4444,佐藤元太,2023-10-22,事務//報告書作成,13:59:29,14:00:01,0:00:32,0:00:32,0,0,0
4444,佐藤元太,2023-10-22,受電//クレーム対応//社員相談,14:00:01,14:10:39,0:10:38,0:10:38,0,0,0
4444,佐藤元太,2023-10-22,事務//報告書作成,14:10:39,14:13:20,0:02:41,0:02:41,0,0,0
4444,佐藤元太,2023-10-22,受電//クレーム対応//SVにて完結,14:13:20,14:32:38,0:19:18,0:19:18,0,0,0
4444,佐藤元太,2023-10-22,研修//新人研修,14:32:38,14:37:30,0:04:52,0:04:52,0,0,0
4444,佐藤元太,2023-10-22,研修//スキルアップ研修,14:37:30,14:49:54,0:12:24,0:12:24,0,0,0
4444,佐藤元太,2023-10-22,受電//内線対応,14:49:54,15:07:52,0:17:58,0:17:58,0,0,0
4444,佐藤元太,2023-10-22,受電//クレーム対応//社員相談,15:07:52,15:09:03,0:01:11,0:01:11,0,0,0
