社員番号,社員名,日付,タスク名,開始時間,終了時間,差分,作業時間合計,中断時間合計,中断回数,中断時間リスト
1111,鈴木誠一,2023-10-01,受電//通常対応//設定変更,09:00:00,09:12:44,0:12:44,0:12:44,0,0,0
1111,鈴木誠一,2023-10-01,研修//スキルアップ研修,09:12:44,09:27:29,0:14:45,0:14:45,0,0,0
1111,鈴木誠一,2023-10-01,受電//通常対応//セールス,09:27:29,09:34:10,0:06:41,0:06:41,0,0,0
1111,鈴木誠一,2023-10-01,受電//通常対応//設定変更,09:34:10,09:35:56,0:01:46,0:01:46,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//社員相談,09:35:56,09:49:28,0:13:32,0:13:32,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//社員相談,09:49:28,09:58:43,0:09:15,0:09:15,0,0,0
1111,鈴木誠一,2023-10-01,研修//事務研修,09:58:43,10:17:32,0:18:49,0:18:49,0,0,0
1111,鈴木誠一,2023-10-01,事務//経費精算,10:17:32,10:32:43,0:15:11,0:15:11,0,0,0
1111,鈴木誠一,2023-10-01,事務//提案資料作成,10:32:43,10:43:25,0:10:42,0:10:42,0,0,0
1111,鈴木誠一,2023-10-01,研修//新人研修,10:43:25,10:58:49,0:15:24,0:15:24,0,0,0
1111,鈴木誠一,2023-10-01,研修//スキルアップ研修,10:58:49,11:04:19,0:05:30,0:05:30,0,0,0
1111,鈴木誠一,2023-10-01,研修//スキルアップ研修,11:04:19,11:16:31,0:12:12,0:12:12,0,0,0
1111,鈴木誠一,2023-10-01,研修//新人研修,11:16:31,11:16:45,0:00:14,0:00:14,0,0,0
1111,鈴木誠一,2023-10-01,研修//スキルアップ研修,11:16:45,11:32:13,0:15:28,0:15:28,0,0,0
1111,鈴木誠一,2023-10-01,受電//通常対応//請求案内,11:32:13,11:52:46,0:20:33,0:20:33,0,0,0
1111,鈴木誠一,2023-10-01,受電//通常対応//セールス,11:52:46,12:02:18,0:09:32,0:09:32,0,0,0
1111,鈴木誠一,2023-10-01,研修//事務研修,12:02:18,12:06:34,0:04:16,0:04:16,0,0,0
1111,鈴木誠一,2023-10-01,受電//通常対応//設定変更,12:06:34,12:13:13,0:06:39,0:06:39,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//社員相談,12:13:13,12:26:56,0:13:43,0:13:43,0,0,0
1111,鈴木誠一,2023-10-01,研修//新人研修,12:26:56,12:30:40,0:03:44,0:03:44,0,0,0
1111,鈴木誠一,2023-10-01,事務//報告書作成,12:30:40,12:36:56,0:06:16,0:06:16,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//社員相談,12:36:56,12:46:25,0:09:29,0:09:29,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//SVにて完結,12:46:25,12:57:51,0:11:26,0:11:26,0,0,0
1111,鈴木誠一,2023-10-01,受電//通常対応//設定変更,12:57:51,12:59:00,0:01:09,0:01:09,0,0,0
1111,鈴木誠一,2023-10-01,研修//新人研修,12:59:00,13:11:37,0:12:37,0:12:37,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//社員相談,13:11:37,13:26:23,0:14:46,0:14:46,0,0,0
1111,鈴木誠一,2023-10-01,受電//内線対応,13:26:23,13:39:00,0:12:37,0:12:37,0,0,0
1111,鈴木誠一,2023-10-01,事務//経費精算,13:39:00,13:53:30,0:14:30,0:14:30,0,0,0
1111,鈴木誠一,2023-10-01,研修//スキルアップ研修,13:53:30,14:04:31,0:11:01,0:11:01,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//社員相談,14:04:31,14:14:49,0:10:18,0:10:18,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//社員相談,14:14:49,14:17:04,0:02:15,0:02:15,0,0,0
1111,鈴木誠一,2023-10-01,事務//提案資料作成,14:17:04,14:18:51,0:01:47,0:01:47,0,0,0
1111,鈴木誠一,2023-10-01,事務//報告書作成,14:18:51,14:36:06,0:17:15,0:17:15,0,0,0
1111,鈴木誠一,2023-10-01,事務//報告書作成,14:36:06,14:39:46,0:03:40,0:03:40,0,0,0
1111,鈴木誠一,2023-10-01,事務//報告書作成,14:39:46,14:41:01,0:01:15,0:01:15,0,0,0
1111,鈴木誠一,2023-10-01,研修//新人研修,14:41:01,14:46:07,0:05:06,0:05:06,0,0,0
1111,鈴木誠一,2023-10-01,研修//新人研修,14:46:07,15:06:00,0:19:53,0:19:53,0,0,0
1111,鈴木誠一,2023-10-01,事務//経費精算,15:06:00,15:21:54,0:15:54,0:15:54,0,0,0
1111,鈴木誠一,2023-10-01,受電//クレーム対応//SVにて完結,15:21:54,15:42:41,0:20:47,0:20:47,0,0,0
1111,鈴木誠一,2023-10-01,研修//スキルアップ研修,15:42:41,15:43:42,0:01:01,0:01:01,0,0,0
